MID,IsEdible,CapShape,CapSurface,CapColor,HasBruises,Odor,Gill_IsAttached,GillSpacingIsCrowded,GillSizeBroad,GillColor,StalkShapeIsTapering,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
2104,1,1,2,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2105,1,1,2,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,3,3
2106,1,1,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,3
2107,1,1,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2108,1,1,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,1
2109,1,1,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,3
2110,1,1,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2111,1,1,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,1
2112,1,1,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2113,1,1,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2114,1,1,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,1
2115,1,1,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2116,1,1,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,3
2117,1,1,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,3,1
2118,1,1,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,3
2119,1,1,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,1
2120,1,1,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2121,1,1,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,3
2122,1,1,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2123,1,1,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,3
2124,1,1,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2125,1,1,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2126,1,1,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,3
2127,1,1,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,3
2128,1,1,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2129,1,1,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2130,1,1,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,3
2131,1,1,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2132,1,3,4,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,3
2133,1,3,4,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,3
2134,1,3,4,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,3
2135,1,3,4,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2136,1,3,4,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,3,1
2137,1,3,4,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,1
2138,1,3,4,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2139,1,3,4,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,1
2140,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,3
2141,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,1
2142,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2143,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2144,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,3
2145,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,3
2146,1,3,4,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2147,1,3,4,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2148,1,3,4,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,1
2149,1,3,4,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,3
2150,1,3,4,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2151,1,3,4,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,1
2152,1,3,4,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,1
2153,1,3,4,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,3
2154,1,3,4,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,1
2155,1,3,4,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2156,1,3,4,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,1
2157,1,3,4,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,3
2158,1,3,4,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,1
2159,1,3,4,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2160,1,3,4,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2161,1,3,4,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2162,1,3,4,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,3
2163,1,3,4,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,3
2164,1,3,4,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2165,1,3,4,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2166,1,3,4,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,1
2167,1,3,4,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2168,1,3,4,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,1
2169,1,3,4,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,1
2170,1,3,4,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,0,3,1
2171,1,3,4,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,3
2172,1,3,4,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,1
2173,1,3,4,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,3
2174,1,3,4,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,1
2175,1,3,4,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,3,3
2176,1,3,4,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,3
2177,1,3,4,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2178,1,3,4,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,1
2179,1,3,4,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2180,1,3,4,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2181,1,3,4,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2182,1,3,4,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,3
2183,1,3,4,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2184,1,3,4,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2185,1,3,4,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2186,1,3,4,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,1
2187,1,3,4,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,1
2188,1,3,4,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2189,1,3,4,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,1
2190,1,3,4,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,1
2191,1,3,4,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2192,1,3,4,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,1
2193,1,3,4,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2194,1,3,4,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2195,1,3,4,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,1
2196,1,3,4,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2197,1,3,4,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2198,1,3,4,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,1
2199,1,3,4,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2200,1,3,4,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,1
2201,1,3,2,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,3
2202,1,3,2,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,0,3,3
2203,1,3,2,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,3
2204,1,3,2,9,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,3
2205,1,3,2,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,3
2206,1,3,2,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,1
2207,1,3,2,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2208,1,3,2,9,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,1
2209,1,3,2,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,3
2210,1,3,2,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2211,1,3,2,9,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2212,1,3,2,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2213,1,3,2,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,1
2214,1,3,2,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,3
2215,1,3,2,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2216,1,3,2,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2217,1,3,2,9,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2218,1,3,2,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,1
2219,1,3,2,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,3,3
2220,1,3,2,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,1
2221,1,3,2,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,3
2222,1,3,2,9,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,1
2223,1,3,2,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,3
2224,1,3,2,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,1
2225,1,3,2,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2226,1,3,2,9,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,1
2227,1,3,2,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,3
2228,1,3,2,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,3
2229,1,3,2,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,1
2230,1,3,2,9,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,3
2231,1,3,2,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2232,1,3,2,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,3
2233,1,3,2,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2234,1,3,2,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2235,1,3,2,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2236,1,3,2,9,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,1
2237,1,3,2,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,3
2238,1,3,2,4,1,1,0,0,1,9,0,2,4,4,9,9,9,1,4,1,3,3
2239,1,3,2,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2240,1,3,2,4,1,1,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,3
2241,1,3,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,3
2242,1,3,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2243,1,3,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,3
2244,1,3,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,1
2245,1,3,2,4,1,1,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2246,1,3,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,3
2247,1,3,2,4,1,1,0,0,1,1,0,2,4,4,9,9,9,1,4,0,3,1
2248,1,3,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,3
2249,1,3,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,4,1
2250,1,3,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,0,3,1
2251,1,3,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,3
2252,1,3,2,4,1,2,0,0,1,9,0,2,4,4,9,9,9,1,4,1,4,1
2253,1,3,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,3
2254,1,3,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,4,1
2255,1,3,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,0,3,3
2256,1,3,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,4,1
2257,1,3,2,4,1,2,0,0,1,8,0,2,4,4,9,9,9,1,4,1,3,3
2258,1,3,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,4,3
2259,1,3,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,0,3,1
2260,1,3,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,3
2261,1,3,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,4,1
2262,1,3,2,4,1,2,0,0,1,0,0,2,4,4,9,9,9,1,4,1,3,1
2263,1,3,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,0,4,1
2264,1,3,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,3
2265,1,3,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,4,1
2266,1,3,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,3
2267,1,3,2,4,1,2,0,0,1,1,0,2,4,4,9,9,9,1,4,1,3,1
2268,0,3,2,12,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2269,0,3,2,12,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2270,0,3,2,1,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2271,0,3,2,1,0,6,1,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2272,0,3,2,2,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2273,0,3,2,2,0,6,1,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2274,0,3,2,1,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2275,0,3,2,1,0,6,0,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2276,0,4,2,12,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2277,0,4,2,12,0,6,0,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2278,0,4,2,12,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2279,0,4,2,1,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2280,0,4,2,2,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2281,0,4,2,2,0,6,0,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2282,0,4,2,2,0,6,1,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2283,0,5,2,12,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2284,0,5,2,1,0,6,0,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2285,0,5,2,1,0,6,0,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2286,0,5,2,1,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2287,0,5,2,1,0,6,1,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2288,0,5,2,2,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2289,0,5,2,2,0,6,1,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2290,0,5,2,1,0,6,0,0,1,4,0,2,3,2,12,12,9,0,0,9,2,7
2291,0,5,2,1,0,6,1,0,1,9,0,2,3,2,12,12,9,0,0,9,2,7
2292,0,1,2,4,0,0,0,1,0,9,0,2,2,2,4,4,4,1,1,9,2,2
2293,0,2,2,4,0,0,0,1,0,4,0,2,2,2,4,4,4,1,1,9,2,2
2294,0,4,2,4,0,0,0,1,0,4,0,2,2,2,4,4,4,1,1,9,2,2
2295,1,3,4,9,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2296,1,3,4,9,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2297,1,3,4,9,1,2,0,1,0,13,1,1,4,4,9,9,9,1,4,7,5,7
2298,1,3,4,9,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2299,1,3,4,4,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,7,5,7
2300,1,3,4,4,1,1,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2301,1,3,4,4,1,1,0,1,0,1,1,1,4,4,9,9,9,1,4,1,5,7
2302,1,3,4,4,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2303,1,3,4,4,1,2,0,1,0,13,1,1,4,4,9,9,9,1,4,1,5,7
2304,1,3,4,4,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2305,1,3,4,4,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,1,5,7
2306,1,3,1,9,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2307,1,3,1,9,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2308,1,3,1,4,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,7,5,7
2309,1,3,1,4,1,2,0,1,0,13,1,1,4,4,9,9,9,1,4,1,5,7
2310,1,3,1,4,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2311,1,4,4,9,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2312,1,4,4,9,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2313,1,4,4,9,1,1,0,1,0,1,1,1,4,4,9,9,9,1,4,1,5,7
2314,1,4,4,9,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2315,1,4,4,9,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2316,1,4,4,9,1,2,0,1,0,13,1,1,4,4,9,9,9,1,4,1,5,7
2317,1,4,4,9,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2318,1,4,4,9,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,1,5,7
2319,1,4,4,4,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2320,1,4,4,4,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2321,1,4,4,4,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,7,5,7
2322,1,4,4,4,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,1,5,7
2323,1,4,4,4,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2324,1,4,4,4,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,1,5,7
2325,1,4,1,9,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2326,1,4,1,9,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,7,5,7
2327,1,4,1,9,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,1,5,7
2328,1,4,1,9,1,1,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2329,1,4,1,9,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2330,1,4,1,9,1,2,0,1,0,13,1,1,4,4,9,9,9,1,4,7,5,7
2331,1,4,1,9,1,2,0,1,0,1,1,1,4,4,9,9,9,1,4,7,5,7
2332,1,4,1,4,1,1,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2333,1,4,1,4,1,1,0,1,0,13,1,1,4,4,9,9,9,1,4,1,5,7
2334,1,4,1,4,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,7,5,7
2335,1,4,1,4,1,2,0,1,0,9,1,1,4,4,9,9,9,1,4,1,5,7
2336,1,3,1,8,1,0,0,0,1,9,1,1,4,4,9,9,9,1,4,1,6,7
2337,1,3,1,8,1,0,0,0,1,9,1,1,4,4,9,13,9,1,4,0,6,7
2338,1,3,1,8,1,0,0,0,1,9,1,1,4,4,9,8,9,1,4,0,6,7
2339,1,3,1,8,1,0,0,0,1,9,1,1,4,4,9,8,9,1,4,1,6,7
2340,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,9,9,1,4,1,6,7
2341,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,13,9,1,4,0,6,7
2342,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,13,9,1,4,0,5,7
2343,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,13,9,1,4,1,6,7
2344,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,13,9,1,4,1,5,7
2345,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,8,9,1,4,0,5,7
2346,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,8,9,1,4,1,6,7
2347,1,3,1,8,1,0,0,0,1,9,1,1,4,4,13,8,9,1,4,1,5,7
2348,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,9,9,1,4,0,5,7
2349,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,9,9,1,4,1,6,7
2350,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,13,9,1,4,0,6,7
2351,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,13,9,1,4,1,5,7
2352,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,8,9,1,4,0,6,7
2353,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,8,9,1,4,0,5,7
2354,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,8,9,1,4,1,6,7
2355,1,3,1,8,1,0,0,0,1,9,1,1,4,4,8,8,9,1,4,1,5,7
2356,1,3,1,8,1,0,0,0,1,13,1,1,4,4,9,9,9,1,4,0,6,7
2357,1,3,1,8,1,0,0,0,1,13,1,1,4,4,9,9,9,1,4,0,5,7
2358,1,3,1,8,1,0,0,0,1,13,1,1,4,4,9,9,9,1,4,1,6,7
2359,1,3,1,8,1,0,0,0,1,13,1,1,4,4,9,8,9,1,4,0,6,7
2360,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,9,9,1,4,0,6,7
2361,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,9,9,1,4,0,5,7
2362,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,9,9,1,4,1,6,7
2363,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,9,9,1,4,1,5,7
2364,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,13,9,1,4,0,6,7
2365,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,13,9,1,4,0,5,7
2366,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,13,9,1,4,1,6,7
2367,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,8,9,1,4,0,6,7
2368,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,8,9,1,4,0,5,7
2369,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,8,9,1,4,1,6,7
2370,1,3,1,8,1,0,0,0,1,13,1,1,4,4,13,8,9,1,4,1,5,7
2371,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,9,9,1,4,0,6,7
2372,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,9,9,1,4,0,5,7
2373,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,9,9,1,4,1,6,7
2374,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,13,9,1,4,0,6,7
2375,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,13,9,1,4,1,6,7
2376,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,8,9,1,4,1,6,7
2377,1,3,1,8,1,0,0,0,1,13,1,1,4,4,8,8,9,1,4,1,5,7
2378,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,9,9,1,4,0,5,7
2379,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,9,9,1,4,1,6,7
2380,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,9,9,1,4,1,5,7
2381,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,13,9,1,4,0,6,7
2382,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,13,9,1,4,1,6,7
2383,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,8,9,1,4,0,6,7
2384,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,8,9,1,4,0,5,7
2385,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,8,9,1,4,1,6,7
2386,1,3,1,8,1,0,0,0,1,7,1,1,4,4,9,8,9,1,4,1,5,7
2387,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,9,9,1,4,1,5,7
2388,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,13,9,1,4,0,6,7
2389,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,13,9,1,4,1,6,7
2390,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,8,9,1,4,0,6,7
2391,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,8,9,1,4,0,5,7
2392,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,8,9,1,4,1,6,7
2393,1,3,1,8,1,0,0,0,1,7,1,1,4,4,13,8,9,1,4,1,5,7
2394,1,3,1,8,1,0,0,0,1,7,1,1,4,4,8,9,9,1,4,0,5,7
2395,1,3,1,8,1,0,0,0,1,7,1,1,4,4,8,9,9,1,4,1,6,7
2396,1,3,1,8,1,0,0,0,1,7,1,1,4,4,8,13,9,1,4,0,6,7
2397,1,3,1,8,1,0,0,0,1,7,1,1,4,4,8,8,9,1,4,0,6,7
