MUID,Edible,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttached,GillSpacingCrowded,GillSizeBroad,GillColor,StalkShapeEnlarging,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
1928,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
1929,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
1930,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
1931,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
1932,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
1933,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
1934,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
1935,Yes,Flat,Scaly,Brown,Yes,None,No,No,Yes,Brown,No,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
1936,No,Convex,Smooth,White,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1937,No,Convex,Smooth,White,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1938,No,Convex,Smooth,White,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1939,No,Convex,Smooth,White,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1940,No,Convex,Smooth,White,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1941,No,Convex,Smooth,White,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1942,No,Convex,Smooth,White,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1943,No,Convex,Smooth,White,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1944,No,Convex,Smooth,White,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1945,No,Convex,Smooth,White,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1946,No,Convex,Smooth,Pink,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1947,No,Convex,Smooth,Pink,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1948,No,Convex,Smooth,Pink,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1949,No,Convex,Smooth,Pink,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1950,No,Convex,Smooth,Pink,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1951,No,Convex,Smooth,Pink,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1952,No,Convex,Smooth,Pink,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1953,No,Convex,Smooth,Pink,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1954,No,Convex,Smooth,Pink,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1955,No,Convex,Smooth,Pink,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1956,No,Convex,Smooth,Pink,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1957,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1958,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1959,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1960,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1961,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1962,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1963,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1964,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1965,No,Convex,Smooth,Gray,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1966,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1967,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1968,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1969,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1970,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1971,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1972,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1973,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1974,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1975,No,Convex,Smooth,Gray,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1976,No,Convex,Fibrous,White,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1977,No,Convex,Fibrous,White,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1978,No,Convex,Fibrous,White,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1979,No,Convex,Fibrous,White,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1980,No,Convex,Fibrous,White,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1981,No,Convex,Fibrous,White,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1982,No,Convex,Fibrous,White,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1983,No,Convex,Fibrous,White,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1984,No,Convex,Fibrous,White,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1985,No,Convex,Fibrous,White,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1986,No,Convex,Fibrous,White,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1987,No,Convex,Fibrous,White,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1988,No,Convex,Fibrous,White,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1989,No,Convex,Fibrous,White,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1990,No,Convex,Fibrous,Pink,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
1991,No,Convex,Fibrous,Pink,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1992,No,Convex,Fibrous,Pink,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1993,No,Convex,Fibrous,Pink,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1994,No,Convex,Fibrous,Pink,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1995,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1996,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
1997,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
1998,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
1999,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2000,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2001,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2002,No,Convex,Fibrous,Pink,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2003,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
2004,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2005,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
2006,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2007,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2008,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
2009,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2010,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
2011,No,Convex,Fibrous,Gray,No,Creosote,No,No,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2012,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
2013,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2014,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Gray,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2015,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
2016,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
2017,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Pink,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2018,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Purple,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2019,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
2020,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
2021,No,Convex,Fibrous,Gray,No,Creosote,No,Yes,No,Brown,Yes,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
2022,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Woods
2023,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Several,Grasses
2024,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Several,Woods
2025,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Grasses
2026,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Paths
2027,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Several,Grasses
2028,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Several,Woods
2029,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Grasses
2030,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Paths
2031,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Woods
2032,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Grasses
2033,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Paths
2034,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Solitary,Woods
2035,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Grasses
2036,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Woods
2037,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Solitary,Paths
2038,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Solitary,Woods
2039,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Several,Grasses
2040,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Several,Paths
2041,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Solitary,Paths
2042,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Grasses
2043,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Woods
2044,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Pink,White,One,Large,Chocolate,Solitary,Grasses
2045,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Pink,White,One,Large,Chocolate,Solitary,Paths
2046,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Pink,White,One,Large,Chocolate,Solitary,Woods
2047,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Pink,White,One,Large,Chocolate,Several,Grasses
2048,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Pink,White,One,Large,Chocolate,Several,Woods
2049,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Solitary,Woods
2050,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Several,Grasses
2051,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Gray,Yes,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Several,Paths
2052,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Grasses
2053,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Woods
2054,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Grasses
2055,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Paths
2056,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Woods
2057,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Solitary,Woods
2058,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Several,Grasses
2059,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Several,Woods
2060,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Paths
2061,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Several,Paths
2062,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Several,Woods
2063,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Grasses
2064,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Paths
2065,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Solitary,Grasses
2066,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Solitary,Paths
2067,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Paths
2068,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Solitary,Grasses
2069,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Solitary,Paths
2070,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Several,Grasses
2071,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Solitary,Grasses
2072,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Solitary,Woods
2073,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Grasses
2074,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Woods
2075,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Pink,White,One,Large,Chocolate,Solitary,Paths
2076,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Solitary,Woods
2077,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Pink,Yes,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Several,Woods
2078,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Grasses
2079,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Paths
2080,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Grasses
2081,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Paths
2082,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Solitary,Grasses
2083,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Several,Woods
2084,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Grasses
2085,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Paths
2086,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Woods
2087,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Several,Paths
2088,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Grasses
2089,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Paths
2090,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Woods
2091,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Grasses
2092,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Paths
2093,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Solitary,Paths
2094,No,Convex,Fibrous,Gray,No,Foul,No,No,Yes,Chocolate,Yes,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Paths
